Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
01.03.2013	01.03.2013	VISA VARE	*4621 26.02 NOK 39.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-39,00	50001685147	
28.02.2013	28.02.2013	GEBYR	MINIBANK UTTAK - ANNEN BANK 1 TRANS(ER) TYPE 151	-7,00	90460000	
27.02.2013	27.02.2013	VISA VARE	*4621 25.02 EUR 7.00 Haprueg*Pierbar Flughafen Kurs: 7.6186	-53,33	50001685147	
26.02.2013	26.02.2013	VISA VARE	*4621 24.02 NOK 14.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-14,00	50001685147	
26.02.2013	26.02.2013	VISA VARE	*4621 24.02 NOK 334.00 NOR-WAY BUSSEKS Kurs: 1.0000	-334,00	50001685147	
26.02.2013	26.02.2013	OVERFØRT	Til felleskonto	-32186,00	89250097	3705.17.98423
26.02.2013	26.02.2013	OVERFØRT	Sparing	-2000,00	89250041	3705.09.65105
25.02.2013	25.02.2013	MINIBANK	25.02 DNB BANK ASA 2061 GARDERMOEN	-324,36	50700101656	
25.02.2013	25.02.2013	VARER	25.02 REMA BJERKE TRONDHEIMSVE OSLO	-164,40	17017129071	
25.02.2013	25.02.2013	VISA VARE	*4621 20.02 NOK 99.00 PAYPAL *SPOTIFY Kurs: 1.0000	-99,00	50001685147	
25.02.2013	25.02.2013	VARER	25.02 7102 DUTY FREE HOVEDPORTEN GARDERMOEN	-60,00	17017617932	
25.02.2013	25.02.2013	VISA VARE	*4621 21.02 NOK 30.00 Ruter billett Kurs: 1.0000	-30,00	50001685147	
25.02.2013	25.02.2013	LØNN	Lonn fra CISCO SYSTEMS NORWAY AS	40908,33	50975005114	
25.02.2013	25.02.2013	VISA VARE	*4621 21.02 NOK 30.00 Ruter billett Kurs: 1.0000	-30,00	50001685147	
22.02.2013	22.02.2013	AVTGI	CHESS COMMUNICATION AS	-239,84	93420428	5210.05.61603
22.02.2013	22.02.2013	VARER	22.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017537310	
19.02.2013	19.02.2013	VARER	19.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017971725	
19.02.2013	19.02.2013	VISA VARE	*4621 15.02 NOK 30.00 Ruter billett Kurs: 1.0000	-30,00	50001685147	
18.02.2013	18.02.2013	VARER	18.02 KO STORO VITAMINVN. 7 OSLO	-2400,00	17017696055	
18.02.2013	18.02.2013	VARER	18.02 CISCO CATERING PHILIP PERDE LYSAKER	-22,00	17017255158	
15.02.2013	15.02.2013	VARER	15.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017630192	
15.02.2013	15.02.2013	E-FAKTURA	Nettgiro til: Lånekassen Betalt: 15.02.13	-5709,00	50389059343	7694.05.12928
14.02.2013	14.02.2013	VARER	14.02 CISCO CATERING PHILIP PERDE LYSAKER	-45,00	17017187668	
13.02.2013	13.02.2013	VARER	12.02 SUSHI HUSET CB TRONDHEIMSVE OSLO	-310,00	17017056504	
13.02.2013	13.02.2013	VARER	13.02 CISCO CATERING PHILIP PERDE LYSAKER	-25,00	17017896553	
13.02.2013	13.02.2013	VARER	12.02 REMA BJERKE TRONDHEIMSVE OSLO	-573,74	17017007786	
06.02.2013	06.02.2013	VARER	06.02 CISCO CATERING PHILIP PERDE LYSAKER	-40,00	17017555230	
05.02.2013	05.02.2013	VISA VARE	*4621 01.02 NOK 99.00 PAYPAL *SPOTIFY Kurs: 1.0000	-99,00	50001685147	
05.02.2013	05.02.2013	VARER	05.02 SHELL STRAND DR AMMENSV ESTABEKK	-84,00	17017495453	
05.02.2013	05.02.2013	VARER	05.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017320624	
04.02.2013	04.02.2013	VARER	04.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017373067	
01.02.2013	01.02.2013	VISA VARE	*4621 29.01 NOK 15.00 PP*4359CODE Kurs: 1.0000	-15,00	50001685147	
01.02.2013	01.02.2013	VISA VARE	*4621 30.01 NOK 17.60 WWWJOTTANO Kurs: 1.0000	-17,60	50001685147	
01.02.2013	01.02.2013	VARER	01.02 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017027176	
01.02.2013	01.02.2013	VISA VARE	*4621 30.01 NOK 88.00 WWWJOTTANO Kurs: 1.0000	-88,00	50001685147	
31.01.2013	31.01.2013	VARER	31.01 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017416047	
31.01.2013	01.02.2013	GEBYR	Årspris Visa Classic	-250,00	90320000	
30.01.2013	30.01.2013	VARER	30.01 CISCO CATERING PHILIP PERDE LYSAKER	-155,00	17017663174	
29.01.2013	29.01.2013	VARER	29.01 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017404280	
28.01.2013	26.01.2013	OVERFØRT	Til felleskonto	-32186,00	89250131	3705.17.98423
28.01.2013	26.01.2013	OVERFØRT	Sparing	-2000,00	89250064	3705.09.65105
28.01.2013	28.01.2013	VARER	28.01 CISCO CATERING PHILIP PERDE LYSAKER	-30,00	17017249207	
25.01.2013	25.01.2013	LØNN	Lonn fra CISCO SYSTEMS NORWAY AS	55560,30	50975004448	
25.01.2013	25.01.2013	VARER	25.01 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017215423	
24.01.2013	24.01.2013	VARER	24.01 CISCO CATERING PHILIP PERDE LYSAKER	-22,00	17017475669	
24.01.2013	24.01.2013	VARER	24.01 CISCO CATERING PHILIP PERDE LYSAKER	-15,00	17017860680	
23.01.2013	23.01.2013	AVTGI	CHESS COMMUNICATION AS	-134,91	93420127	5210.05.61603
22.01.2013	22.01.2013	VISA VARE	*4621 18.01 NOK 742.57 AMAZON MKTPLACE PMTS Kurs: 1.0000	-742,57	50001685147	
21.01.2013	21.01.2013	VARER	21.01 CISCO CATERING PHILIP PERDE LYSAKER	-45,00	17017016829	
18.01.2013	18.01.2013	VARER	18.01 NARVESEN 827 JERNBANEST. LYSAKER	-85,00	17017288670	
18.01.2013	18.01.2013	VARER	18.01 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017143326	
17.01.2013	17.01.2013	AVTGI	TEKNA	-2025,00	93420483	1644.25.55811
14.01.2013	14.01.2013	VARER	11.01 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017052971	
14.01.2013	14.01.2013	VARER	11.01 REMA BJERKE TRONDHEIMSVE OSLO	-718,46	17017429407	
11.01.2013	11.01.2013	VARER	10.01 Matkroken Arvol l Oslo	-46,83	17017204418	
11.01.2013	11.01.2013	VARER	10.01 REMA BJERKE TRONDHEIMSVE OSLO	-325,77	17017092716	
09.01.2013	09.01.2013	VARER	08.01 ICA Supermarked Linder OSLO	-139,95	17017741476	
09.01.2013	09.01.2013	VISA VARE	*2084 07.01 USD 2.49 GOOGLE *Google Storage Kurs: 5.7229	-14,25	50001685147	
09.01.2013	09.01.2013	VISA VARE	*2084 07.01 NOK 79.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-79,00	50001685147	
09.01.2013	09.01.2013	VARER	08.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-141,80	17017869476	
08.01.2013	08.01.2013	VARER	08.01 CISCO CATERING PHILIP PERDE LYSAKER	-65,00	17017807051	
07.01.2013	07.01.2013	VARER	07.01 CISCO CATERING PHILIP PERDE LYSAKER	-30,00	17017949075	
07.01.2013	07.01.2013	GIRO	FRA: Einar Andreas Hustadnes Hagen Utlegg for Cisco	14500,00	50971079360	9710.43.96554
07.01.2013	06.01.2013	OVFNETTB	Oveføring	-50000,00	50389069152	3705.09.65105
03.01.2013	03.01.2013	VISA VARE	*2084 28.12 NOK 70.00 LINKEDIN IRELAND LIMIT Kurs: 1.0000	-70,00	50001685147	
