Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
25.10.2012	26.10.2012	NETTGIRO	Nettgiro til: Stiftelsen Nors Betalt: 25.10.12	-195,00	50389059152	1617.20.74573
25.10.2012	26.10.2012	NETTGIRO	Nettgiro til: Oslo Barnevaktf Betalt: 25.10.12	-2550,00	50389059152	1609.04.85249
24.10.2012	24.10.2012	VARER	24.10 STATOIL BJERKE ØKERN TORGVE OSLO	-62,40	17017641370	
24.10.2012	24.10.2012	VARER	24.10 REMA BJERKE TRONDHEIMSVE OSLO	-451,02	17017410175	
24.10.2012	24.10.2012	VARER	24.10 Rimi Trondheims veien Oslo	-71,20	17017976037	
24.10.2012	24.10.2012	VARER	24.10 TING AS AVD OSL HOLMEDALSGÅR BERGEN	-446,00	17017212975	
24.10.2012	24.10.2012	VARER	23.10 TROLLVANN AS TROLLVANNSVN OSLO	-55,00	17017424218	
23.10.2012	23.10.2012	VARER	22.10 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-171,90	17017590978	
23.10.2012	23.10.2012	VARER	22.10 REMA BJERKE TRONDHEIMSVE OSLO	-772,54	17017768261	
22.10.2012	22.10.2012	VARER	20.10 JORDBÆRPIKENE LINDERUD OSLO	-142,00	17017080065	
22.10.2012	22.10.2012	VARER	19.10 ELIXIA ÅRVOLL ÅRVOLLVN. 23 OSLO	-400,00	17017376485	
22.10.2012	22.10.2012	VARER	19.10 REMA BJERKE TRONDHEIMSVE OSLO	-944,21	17017093425	
22.10.2012	22.10.2012	NETTGIRO	Nettgiro til: AS NESTLE NORGE Betalt: 22.10.12	-883,20	50389029343	8101.29.76356
22.10.2012	22.10.2012	VARER	19.10 SOM TAM THAI VOGTS GATE 6 OSLO	-350,00	17017599016	
22.10.2012	22.10.2012	VARER	22.10 LEGE MEIDELL ERICH MOGENS OSLO	-108,00	17017705310	
22.10.2012	22.10.2012	AVTGI	GJENSIDIGE FORSIKRING	-1215,00	93422927	6005.06.08460
22.10.2012	22.10.2012	VARER	21.10 NORDK.GT.FRUKT NORDKAPPGT. OSLO	-143,80	17017782872	
19.10.2012	19.10.2012	VARER	19.10 INTERSPORT LIND ERICH MOGENS OSLO	-318,00	17017395287	
19.10.2012	19.10.2012	VARER	18.10 BILTEMA STRØMSV.245 OSLO	-67,60	17017306058	
19.10.2012	19.10.2012	VARER	19.10 VINMONOPOLET LINDERUD OSLO	-225,90	17017242666	
19.10.2012	19.10.2012	VARER	19.10 184 JERNIA LINDERUD OSLO	-399,00	17017440920	
19.10.2012	19.10.2012	VARER	18.10 REMA BJERKE TRONDHEIMSVE OSLO	-271,61	17017890691	
19.10.2012	19.10.2012	VARER	19.10 MESTER GRØNN HOVEDKONTOR SECTOR	-150,00	17017279149	
19.10.2012	19.10.2012	VARER	19.10 KREMMERHUSET LINDERUD OSLO	-116,00	17017200955	
18.10.2012	18.10.2012	VARER	18.10 Matkroken Arvol l Oslo	-172,30	17017511026	
17.10.2012	17.10.2012	VARER	17.10 Matkroken Arvol l Oslo	-111,50	17017294814	
17.10.2012	17.10.2012	VARER	16.10 REMA BJERKE TRONDHEIMSVE OSLO	-57,85	17017886527	
16.10.2012	16.10.2012	VARER	15.10 REMA BJERKE TRONDHEIMSVE OSLO	-511,49	17017800217	
16.10.2012	16.10.2012	VARER	15.10 ICA Supermarked Linder OSLO	-235,98	17017080557	
15.10.2012	15.10.2012	VARER	15.10 Matkroken Arvol l Oslo	-134,97	17017223509	
15.10.2012	15.10.2012	VARER	13.10 SHELL 7-ELEVEN RYGGEVN.348. RYGGE	-796,81	17017387649	
15.10.2012	15.10.2012	VARER	14.10 STATOIL BJERKE ØKERN TORGVE OSLO	-92,00	17017881582	
15.10.2012	15.10.2012	VISA VARE	*4485 06.10 NOK 55.00 OSLO KOMMUNE TRAFIKKETAT Kurs: 1.0000	-55,00	50001685147	
15.10.2012	15.10.2012	VARER	12.10 REMA BJERKE TRONDHEIMSVE OSLO	-1319,26	17017736431	
15.10.2012	15.10.2012	VARER	12.10 REMA BJERKE TRONDHEIMSVE OSLO	-139,80	17017742458	
15.10.2012	15.10.2012	VISA VARE	*4485 06.10 NOK 76.00 OSLO KOMMUNE TRAFIKKETAT Kurs: 1.0000	-76,00	50001685147	
15.10.2012	15.10.2012	VARER	12.10 JIMS LAGERUTSAL BROBEKKVN 10 OSLO	-280,00	17017303920	
12.10.2012	12.10.2012	AVTALE	Til felleskonto	18726,00	50370028925	3700.15.71126
11.10.2012	11.10.2012	VARER	10.10 REMA BJERKE TRONDHEIMSVE OSLO	-375,58	17017512736	
11.10.2012	11.10.2012	VARER	11.10 KIWI STORGATEN . .	-79,80	17017810938	
11.10.2012	11.10.2012	VARER	11.10 Matkroken Arvol l Oslo	-170,20	17017118959	
11.10.2012	11.10.2012	VARER	10.10 BILTEMA STRØMSV.245 OSLO	-358,10	17017792866	
11.10.2012	11.10.2012	VARER	10.10 EUROPRIS VOLLBE BROBEKKVN. 5 OSLO	-79,99	17017834780	
10.10.2012	10.10.2012	VARER	09.10 REMA BJERKE TRONDHEIMSVE OSLO	-87,80	17017940053	
09.10.2012	09.10.2012	VISA VARE	*4485 29.09 NOK 45.00 RIKSHOSPITALET-RADIUMSHOS Kurs: 1.0000	-45,00	50001685147	
09.10.2012	09.10.2012	VISA VARE	*8081 01.10 NOK 40.00 RIKSHOSPITALET-RADIUMSHOS Kurs: 1.0000	-40,00	50001685147	
09.10.2012	09.10.2012	VARER	08.10 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-139,80	17017370208	
09.10.2012	09.10.2012	VARER	09.10 EUREST3267 GRØ GRNLANDSLEI OSLO	-53,60	17017144708	
09.10.2012	09.10.2012	VISA VARE	*8081 28.09 NOK 35.00 RIKSHOSPITALET-RADIUMSHOS Kurs: 1.0000	-35,00	50001685147	
09.10.2012	09.10.2012	VARER	08.10 FLUGGER AS 036 TRONDHEIMSVN OSLO	-92,00	17017482726	
09.10.2012	09.10.2012	VARER	08.10 ICA Supermarked Linder OSLO	-192,18	17017399074	
09.10.2012	09.10.2012	VARER	08.10 REMA BJERKE TRONDHEIMSVE OSLO	-517,55	17017471629	
09.10.2012	09.10.2012	AVTGI	FJELLINJEN AS	-216,00	93420107	1503.25.40934
08.10.2012	08.10.2012	VARER	06.10 REMA BJERKE TRONDHEIMSVE OSLO	-576,05	17017411064	
08.10.2012	08.10.2012	VARER	06.10 ELKJØP CARL BER TRONDHEIMSVN OSLO	-337,00	17017191779	
08.10.2012	08.10.2012	VARER	06.10 REMA BJERKE TRONDHEIMSVE OSLO	-102,14	17017446704	
08.10.2012	08.10.2012	VARER	06.10 RÅDHUS BAKER HA TORDENSKIOLD OSLO	-100,00	17017263394	
08.10.2012	08.10.2012	NETTGIRO	Nettgiro til: Sundal Thor Mar Betalt: 07.10.12	-1040,00	50389079152	2320.15.91708
08.10.2012	08.10.2012	VARER	08.10 LIFE LINDERUD S ERICH MOGENS OSLO	-78,00	17017774287	
08.10.2012	08.10.2012	VARER	06.10 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017910729	
08.10.2012	08.10.2012	VARER	07.10 STATOIL BJERKE ØKERN TORGVE OSLO	-473,00	17017316308	
08.10.2012	08.10.2012	VARER	08.10 Matkroken Arvol l Oslo	-50,40	17017940908	
05.10.2012	05.10.2012	VARER	04.10 REMA BJERKE TRONDHEIMSVE OSLO	-530,53	17017699261	
05.10.2012	05.10.2012	VARER	04.10 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-124,90	17017751616	
05.10.2012	05.10.2012	VARER	05.10 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-69,90	17017085380	
04.10.2012	04.10.2012	VARER	03.10 MESTER GRØNN HOVEDKONTOR SECTOR	-150,00	17017530754	
04.10.2012	04.10.2012	VARER	03.10 ESTHETIQUE 636 ERIC MOGENSE OSLO	-200,00	17017480153	
04.10.2012	04.10.2012	VARER	03.10 171 BOOTS APOTEK LINDERUD	-233,00	17017473725	
03.10.2012	03.10.2012	VARER	03.10 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-114,30	17017897041	
03.10.2012	03.10.2012	VARER	02.10 Matkroken Arvol l Oslo	-154,20	17017937151	
02.10.2012	02.10.2012	VARER	01.10 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-40,73	17017199134	
02.10.2012	02.10.2012	VARER	01.10 STATOIL BJERKE ØKERN TORGVE OSLO	-136,00	17017183236	
02.10.2012	02.10.2012	VARER	01.10 Matkroken Arvol l Oslo	-68,30	17017319156	
02.10.2012	02.10.2012	VARER	01.10 ICA Supermarked Linder OSLO	-1062,00	17017930165	
01.10.2012	01.10.2012	VARER	28.09 ICA Supermarked Linder OSLO	-601,60	17017767861	
01.10.2012	01.10.2012	OVERFØRT	Til: 6090.06.06888 Betalt: 01.10.12	-3180,00	89252388	6090.06.06888
01.10.2012	01.10.2012	VARER	29.09 ICA Nar Arvoll OSLO	-375,31	17017554413	
01.10.2012	01.10.2012	VARER	30.09 TROLLVANN AS TROLLVANNSVN OSLO	-110,00	17017211451	
01.10.2012	01.10.2012	VARER	28.09 171 BOOTS APOTEK LINDERUD	-159,00	17017826033	
30.09.2012	28.09.2012	AVTGI	Viken Fibernett AS	-698,00	93420104	1503.14.83481
30.09.2012	28.09.2012	VARER	27.09 ICA Nar Arvoll OSLO	-181,22	17017670698	
30.09.2012	28.09.2012	VARER	28.09 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-69,90	17017289471	
27.09.2012	27.09.2012	VARER	26.09 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-276,24	17017148437	
27.09.2012	27.09.2012	VARER	26.09 ESSO TRONDHEIMS TRONDHEIMSVN OSLO	-72,96	17017580887	
27.09.2012	27.09.2012	AVTGI	Gudbrandsdal Energi AS	-53,53	93420147	2095.19.81088
26.09.2012	26.09.2012	AVTALE	Til felleskonto	31990,00	89250117	3705.09.65091
26.09.2012	26.09.2012	VARER	25.09 ICA Supermarked Linder OSLO	-475,60	17017143631	
26.09.2012	26.09.2012	LÅN	Til:37061218050	-15800,00	50370669100	3706.12.18050
25.09.2012	25.09.2012	VARER	25.09 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-69,90	17017300407	
25.09.2012	25.09.2012	VARER	24.09 ICA Supermarked Linder OSLO	-694,37	17017554808	
24.09.2012	24.09.2012	VARER	23.09 STATOIL BJERKE ØKERN TORGVE OSLO	-87,00	17017361200	
24.09.2012	24.09.2012	VARER	21.09 MESTER GRØNN HOVEDKONTOR SECTOR	-271,00	17017604732	
24.09.2012	24.09.2012	VARER	23.09 APOTEK 1 OSLO L STORGT. 40 OSLO	-51,00	17017320451	
24.09.2012	24.09.2012	VARER	24.09 ICA Nar Arvoll OSLO	-164,70	17017106923	
24.09.2012	24.09.2012	VARER	22.09 REMA 1000 TRONDHEIMSVN OSLO	-332,46	17017406099	
24.09.2012	24.09.2012	VARER	22.09 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-244,80	17017283387	
24.09.2012	24.09.2012	VARER	21.09 VINMONOPOLET LINDERUD OSLO	-461,50	17017657608	
24.09.2012	24.09.2012	VARER	22.09 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017228695	
24.09.2012	24.09.2012	VARER	23.09 7142 7-ELEVEN A FLYPLASSVN 2 STAVANGER LUF	-98,00	17017232623	
24.09.2012	24.09.2012	VARER	21.09 ICA Supermarked Linder OSLO	-620,00	17017101471	
24.09.2012	24.09.2012	VARER	23.09 NARVESEN 112 FLYPLASSVN. STAVANGER LUF	-45,00	17017276215	
24.09.2012	24.09.2012	VARER	21.09 BAKER SAMSON E.MOGENSØNSV OSLO	-24,00	17017699675	
21.09.2012	21.09.2012	VARER	21.09 REMA 1000 TRONDHEIMSVN OSLO	-17,00	17017615551	
20.09.2012	20.09.2012	VARER	20.09 ICA Nar Arvoll OSLO	-71,50	17017901707	
20.09.2012	20.09.2012	VARER	20.09 ICA Nar Arvoll OSLO	-281,57	17017899199	
20.09.2012	20.09.2012	AVTGI	GJENSIDIGE FORSIKRING	-1215,00	93424977	6005.06.08460
19.09.2012	19.09.2012	VARER	18.09 REMA 1000 TRONDHEIMSVN OSLO	-716,13	17017002774	
18.09.2012	18.09.2012	VARER	18.09 ICA Nar Arvoll OSLO	-74,90	17017415340	
18.09.2012	18.09.2012	VARER	17.09 ICA Supermarked Linder OSLO	-56,60	17017453586	
18.09.2012	18.09.2012	VARER	17.09 ICA Supermarked Linder OSLO	-364,61	17017243962	
18.09.2012	18.09.2012	VARER	17.09 ARK, LINDERUD ERICH MOGENS OSLO	-49,00	17017405671	
17.09.2012	17.09.2012	VARER	14.09 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017254302	
17.09.2012	17.09.2012	VARER	15.09 REMA 1000 TRONDHEIMSVN OSLO	-233,22	17017735596	
17.09.2012	17.09.2012	VARER	14.09 ICA Nar Arvoll OSLO	-81,50	17017135928	
17.09.2012	17.09.2012	VARER	16.09 BRØDBAKERNE BRÅDALSSTUBB HAGAN	-36,00	17017025890	
17.09.2012	17.09.2012	VARER	16.09 STATOIL BJERKE ØKERN TORGVE OSLO	-110,00	17017065842	
17.09.2012	17.09.2012	VARER	16.09 STATOIL BJERKE ØKERN TORGVE OSLO	-738,68	17017426992	
17.09.2012	17.09.2012	VARER	14.09 REMA 1000 TRONDHEIMSVN OSLO	-634,00	17017059488	
17.09.2012	17.09.2012	VISA VARE	*8081 13.08 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
17.09.2012	17.09.2012	VARER	15.09 TROLLVANN AS TROLLVANNSVN OSLO	-110,00	17017282704	
14.09.2012	14.09.2012	VARER	13.09 7 - ELEVEN 7005 BRUGT 14 OSLO	-92,00	17017046387	
14.09.2012	14.09.2012	VARER	14.09 EUREST3267 GRØ GRNLANDSLEI OSLO	-22,00	17017754260	
14.09.2012	14.09.2012	VISA VARE	*8081 11.09 NOK 24.00 STORO STORSENTER Kurs: 1.0000	-24,00	50001685147	
13.09.2012	13.09.2012	VARER	13.09 STATOIL BJERKE ØKERN TORGVE OSLO	-153,26	17017209741	
13.09.2012	13.09.2012	VARER	12.09 BAKER SAMSON E.MOGENSØNSV OSLO	-31,00	17017878317	
13.09.2012	13.09.2012	VARER	12.09 VINMONOPOLET LINDERUD OSLO	-385,00	17017829642	
13.09.2012	13.09.2012	VARER	12.09 ARK, LINDERUD ERICH MOGENS OSLO	-73,50	17017769006	
12.09.2012	12.09.2012	VARER	11.09 H&M 718 STORO VITAMINVN. OSLO	-447,00	17017621515	
12.09.2012	12.09.2012	AVTALE	Til felleskonto	18726,00	50370028925	3700.15.71126
12.09.2012	12.09.2012	VISA VARE	*8081 08.09 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
12.09.2012	12.09.2012	VARER	11.09 JUNIOR BARNEKL. VITAMINVN. 7 OSLO	-697,00	17017498654	
12.09.2012	12.09.2012	VARER	11.09 ICA Nar Arvoll OSLO	-78,00	17017754987	
12.09.2012	12.09.2012	VARER	11.09 VITUSAPOTEK STO VITAMINVN. 7 OSLO	-366,00	17017441031	
11.09.2012	11.09.2012	VARER	10.09 REMA 1000 TRONDHEIMSVN OSLO	-269,68	17017441429	
11.09.2012	11.09.2012	VARER	10.09 ICA Supermarked Linder OSLO	-130,65	17017088476	
11.09.2012	11.09.2012	VARER	10.09 ICA Nar Arvoll OSLO	-200,00	17017209548	
10.09.2012	10.09.2012	VARER	08.09 ICA Nar Arvoll OSLO	-91,50	17017154664	
10.09.2012	10.09.2012	VARER	08.09 VITUSAPOTEK STO VITAMINVN. 7 OSLO	-259,00	17017103185	
10.09.2012	10.09.2012	VARER	07.09 ICA Supermarked Linder OSLO	-440,60	17017024264	
10.09.2012	10.09.2012	VARER	08.09 VINMONOPOLET STORO OSLO	-235,90	17017133281	
10.09.2012	10.09.2012	VARER	09.09 HAUKETO PIZZA LJABRUVN. 92 ORG 997884213	-114,00	17017114416	
10.09.2012	10.09.2012	VARER	07.09 MCD 044 LINDERU ERICH MOGENS	-20,00	17017056415	
10.09.2012	10.09.2012	VARER	08.09 TROLLVANN AS TROLLVANNSVN OSLO	-80,00	17017482947	
10.09.2012	10.09.2012	VARER	08.09 REMA 1000 TRONDHEIMSVN OSLO	-618,27	17017098133	
07.09.2012	07.09.2012	VARER	07.09 EUREST3267 GRØ GRNLANDSLEI OSLO	-6,40	17017373500	
07.09.2012	07.09.2012	VARER	06.09 ICA Nar Arvoll OSLO	-142,72	17017918027	
07.09.2012	07.09.2012	VARER	06.09 ICA Nar Arvoll OSLO	-147,50	17017500693	
07.09.2012	07.09.2012	VARER	06.09 ESSO TRONDHEIMS TRONDHEIMSVN OSLO	-68,13	17017602773	
06.09.2012	06.09.2012	NETTGIRO	Nettgiro til: OSLO BARNEVAKTF Betalt: 06.09.12	-2500,00	50389069343	1609.04.85249
06.09.2012	06.09.2012	AVTGI	FJELLINJEN AS	-335,80	93420157	1503.25.40934
06.09.2012	06.09.2012	VARER	06.09 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-69,90	17017173211	
06.09.2012	06.09.2012	VARER	05.09 ICA Nar Arvoll OSLO	-312,37	17017899497	
05.09.2012	05.09.2012	VARER	04.09 ARK, LINDERUD ERICH MOGENS OSLO	-347,00	17017579827	
05.09.2012	05.09.2012	VARER	04.09 ICA Supermarked Linder OSLO	-263,47	17017678039	
04.09.2012	04.09.2012	VARER	03.09 REMA 1000 TRONDHEIMSVN OSLO	-278,37	17017247803	
03.09.2012	03.09.2012	VARER	01.09 GREFSENKOLLEN GREFSENKOLLV OSLO	-45,00	17017544728	
03.09.2012	03.09.2012	VARER	01.09 REMA 1000 TRONDHEIMSVN OSLO	-266,60	17017105053	
03.09.2012	03.09.2012	VARER	01.09 GREFSENKOLLEN GREFSENKOLLV OSLO	-118,00	17017132603	
03.09.2012	03.09.2012	VARER	31.08 ICA Nar Arvoll OSLO	-13,90	17017690019	
03.09.2012	03.09.2012	VARER	01.09 FOOD STORY GR. THV. MEYERSG OSLO	-526,00	17017599191	
03.09.2012	03.09.2012	OVERFØRT	Til: 6090.06.06888 Betalt: 01.09.12	-3180,00	89251839	6090.06.06888
