Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
26.03.2014	26.03.2014	VARER	25.03 BABYSHOP STORO VITAMINVEIEN OSLO	-499,00	17017026427	
26.03.2014	26.03.2014	VARER	26.03 BOOTS APOTEK ÅRVOLLVN 17 OSLO	-620,42	17017846540	
25.03.2014	25.03.2014	VARER	24.03 VINMONOPOLET LINDERUD OSLO	-380,90	17017057225	
25.03.2014	25.03.2014	VARER	24.03 REMA 1000 ÅRVOLLVEIEN OSLO	-1346,74	17017935860	
25.03.2014	25.03.2014	NETTGIRO	Nettgiro til: BOLIGBYGGELAGET Betalt: 24.03.14	-300,00	50389049152	1503.18.08496
25.03.2014	25.03.2014	VISA VARE	*4485 21.03 NOK 79.00 NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
24.03.2014	24.03.2014	VARER	23.03 FOOD COURT INNL STAVANGER LUF	-231,00	17017745699	
24.03.2014	24.03.2014	VARER	21.03 VIKEVÅG POST I BUTIKK RENNESØY	-150,00	17017610258	
24.03.2014	24.03.2014	VARER	23.03 EUROPARK EMV STORGATEN 32 OSLO	-550,00	17017446127	
24.03.2014	24.03.2014	VARER	21.03 COOP PRIX VIKEVÅGVN 12 RENNESØY	-1190,43	17017413246	
24.03.2014	24.03.2014	VARER	21.03 COOP PRIX VIKEVÅGVN 12 RENNESØY	-192,60	17017551971	
24.03.2014	24.03.2014	VARER	23.03 7-ELEVEN 7147 GARDER OSL GARDERMOEN	-40,00	17017296837	
24.03.2014	24.03.2014	VARER	23.03 STATOIL BJERKE ØKERN TORGVE OSLO	-170,57	17017618988	
24.03.2014	24.03.2014	VARER	23.03 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017397786	
21.03.2014	21.03.2014	VARER	21.03 EXTRA LEKER AS . STAVANGER	-399,00	17017392090	
21.03.2014	21.03.2014	VARER	20.03 PIZZAHUT INN923 OSL LUFTHAVN GARDERMOEN	-121,00	17017379438	
21.03.2014	21.03.2014	AVTGI	FJELLINJEN AS	-918,00	93420036	1503.25.40934
21.03.2014	21.03.2014	VARER	21.03 BRD PEDERSEN BREIGATA. 5 STAVANGER	-575,00	17017856993	
20.03.2014	20.03.2014	AVTGI	GJENSIDIGE FORSIKRING	-1787,00	93421897	6005.06.08460
20.03.2014	20.03.2014	VARER	20.03 REMA 1000 ÅRVOLLVEIEN OSLO	-389,39	17017388251	
20.03.2014	20.03.2014	AVTGI	Årsavgift 2014, BR49448	-2995,00	93425116	6345.05.00099
20.03.2014	20.03.2014	AVTGI	Årsavgift 2014, DU9374	-425,00	93425117	6345.05.00099
19.03.2014	19.03.2014	VARER	18.03 REMA 1000 ÅRVOLLVEIEN OSLO	-191,49	17017482884	
18.03.2014	18.03.2014	VARER	17.03 BOOTS APOTEK ÅRVOLLVN 17 OSLO	-91,20	17017648859	
17.03.2014	17.03.2014	VARER	15.03 LOKALFORENING I IDASVEI 130 OSLO	-50,00	17017490993	
17.03.2014	17.03.2014	VARER	14.03 BISLETT KEBAB H TRONDHEIMSVE OSLO	-29,00	17017879291	
17.03.2014	17.03.2014	VARER	16.03 STATOIL BJERKE ØKERN TORGVE OSLO	-791,83	17017545345	
17.03.2014	17.03.2014	VARER	16.03 SHELL 7 - ELEVE HADELANDSVN HAKADAL	-78,00	17017435039	
17.03.2014	17.03.2014	VARER	14.03 REMA BJERKE TRONDHEIMSVE OSLO	-534,69	17017191524	
17.03.2014	17.03.2014	VARER	15.03 ARK, LINDERUD ERICH MOGENS OSLO	-223,50	17017848465	
17.03.2014	17.03.2014	VARER	15.03 ÅHLENS AS LINDERUD OSLO	-1378,00	17017423128	
17.03.2014	17.03.2014	VARER	14.03 BISLETT KEBAB H TRONDHEIMSVE OSLO	-118,00	17017901400	
17.03.2014	17.03.2014	VARER	15.03 KREMMERHUSET ERICH MOGENS OSLO	-398,00	17017714636	
17.03.2014	17.03.2014	VARER	15.03 8356 ICA ERIK MOGENSØ OSLO	-124,10	17017983382	
14.03.2014	14.03.2014	VARER	13.03 REMA 1000 ÅRVOLLVEIEN OSLO	-632,30	17017875537	
14.03.2014	14.03.2014	NETTGIRO	Nettgiro til: OSLO KOMMUNE HE Betalt: 14.03.14	-171,00	50389049343	1315.01.01624
14.03.2014	14.03.2014	VISA VARE	*8081 11.03 NOK 24.00 STORO STORSENTER Kurs: 1.0000	-24,00	50001685147	
12.03.2014	12.03.2014	AVTALE	Til felleskonto	16327,00	50370028925	3700.15.71126
12.03.2014	12.03.2014	VARER	11.03 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-70,30	17017184583	
11.03.2014	11.03.2014	VARER	11.03 KAPPAHL 317 STO VITAMINVN. OSLO	-328,00	17017423406	
11.03.2014	11.03.2014	VARER	11.03 H&M 718 STORO VITAMINVN. OSLO	-536,50	17017600330	
11.03.2014	11.03.2014	VARER	11.03 LILLE PERSILLE VOGELLUND 6 NESBRU	-42,00	17017664062	
11.03.2014	11.03.2014	VARER	10.03 REMA 1000 ÅRVOLLVEIEN OSLO	-1011,34	17017151147	
11.03.2014	11.03.2014	VARER	11.03 STATOIL BJERKE ØKERN TORGVE OSLO	-203,81	17017062264	
11.03.2014	11.03.2014	VARER	11.03 NOA NOA - 3013 STORO STORCE OSLO	-737,00	17017307473	
11.03.2014	11.03.2014	VARER	10.03 8356 ICA ERIK MOGENSØ OSLO	-39,90	17017932689	
11.03.2014	11.03.2014	VISA VARE	*4485 06.03 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
10.03.2014	10.03.2014	VISA VARE	*8081 06.03 SEK 776.40 SYSTEMBOLAGET STROMSTAD Kurs: 0.9505	-738,00	50001685147	
10.03.2014	10.03.2014	VISA VARE	*8081 06.03 SEK 164.10 EUROCASH STROMSTAD Kurs: 0.9505	-155,98	50001685147	
10.03.2014	10.03.2014	VARER	08.03 171 BOOTS APOTEK LINDERUD	-157,10	17017587666	
10.03.2014	10.03.2014	VARER	07.03 REMA 1000 ÅRVOLLVEIEN OSLO	-510,38	17017429296	
10.03.2014	10.03.2014	VISA VARE	*4485 27.02 NOK 45.00 AKER PDRIFT AS Kurs: 1.0000	-45,00	50001685147	
10.03.2014	10.03.2014	VISA VARE	*8081 27.02 NOK 50.00 OSLO UNIVERSITETSSYKEHUS Kurs: 1.0000	-50,00	50001685147	
10.03.2014	10.03.2014	VISA VARE	*4485 02.03 NOK 10.00 OSLO UNIVERSITETSSYKEHUS Kurs: 1.0000	-10,00	50001685147	
10.03.2014	10.03.2014	VISA VARE	*8081 06.03 SEK 1248.86 SUGAR WORLD AB Kurs: 0.9506	-1187,10	50001685147	
07.03.2014	07.03.2014	VARER	07.03 MESTER GRØNN HOVEDKONTOR SECTOR	-150,00	17017421968	
07.03.2014	07.03.2014	VARER	06.03 GRÅNSHANDEL I S PB 85 C/O NO HALDEN	-336,00	17017458494	
06.03.2014	06.03.2014	NETTGIRO	Nettgiro til: Linderud Legese Betalt: 06.03.14	-186,00	50389069343	0540.04.95434
06.03.2014	07.03.2014	NETTGIRO	Nettgiro til: ÅRVOLLVEIEN BAR Betalt: 06.03.14	-2435,00	50389069152	1503.28.84420
06.03.2014	06.03.2014	VARER	06.03 ÅRVOLL POST I BUTIKK OSLO	-24,00	17017311305	
06.03.2014	06.03.2014	VARER	05.03 REMA 1000 ÅRVOLLVEIEN OSLO	-52,92	17017804252	
06.03.2014	06.03.2014	VARER	06.03 APOTEK 1 MOSSEP PATTERØDV.2 MOSS	-91,20	17017228592	
06.03.2014	06.03.2014	VARER	06.03 ESSO VESTBY DRØBAKVN. 3 VESTBY	-63,00	17017021531	
05.03.2014	05.03.2014	VARER	04.03 REMA 1000 ÅRVOLLVEIEN OSLO	-68,84	17017313941	
05.03.2014	05.03.2014	VARER	05.03 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-97,81	17017031582	
04.03.2014	04.03.2014	VARER	03.03 REMA 1000 ÅRVOLLVEIEN OSLO	-1057,32	17017921229	
03.03.2014	03.03.2014	OVERFØRT	Til: 6090.06.06888 Betalt: 01.03.14	-3380,00	89252363	6090.06.06888
03.03.2014	03.03.2014	VARER	02.03 STATOIL HERVAKR EDVARD GRIEG GARDERMOEN	-54,00	17017565916	
03.03.2014	03.03.2014	VARER	03.03 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-86,00	17017209359	
03.03.2014	03.03.2014	VARER	28.02 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017684162	
03.03.2014	03.03.2014	NETTGIRO	Nettgiro til: Østby Ann Krist Betalt: 01.03.14	-250,00	50389019152	9775.16.85800
03.03.2014	03.03.2014	VARER	03.03 8356 ICA ERIK MOGENSØ OSLO	-109,01	17017173948	
03.03.2014	03.03.2014	VARER	01.03 REMA BJERKE TRONDHEIMSVE OSLO	-799,91	17017303969	
03.03.2014	03.03.2014	VARER	03.03 LEGE DAG HAMMER ERICH MOGENS OSLO	-234,00	17017116476	
03.03.2014	03.03.2014	VARER	02.03 SHELL GJERDRUM BENSINS TGJERDRUM	-94,50	17017641466	
03.03.2014	03.03.2014	VARER	01.03 ISTANBUL LINDER E. MOGENSØNS OSLO	-94,00	17017062918	
03.03.2014	03.03.2014	VARER	01.03 STATOIL BJERKE ØKERN TORGVE OSLO	-299,00	17017424196	
28.02.2014	28.02.2014	VARER	27.02 REMA 1000 ÅRVOLLVEIEN OSLO	-111,34	17017054552	
28.02.2014	28.02.2014	AVTGI	GUDBRANDSDAL ENERGI	-216,02	93420259	2095.19.81088
28.02.2014	28.02.2014	AVTGI	VIKEN FIBERNETT AS	-807,00	93420443	6005.06.23826
27.02.2014	27.02.2014	VARER	27.02 SUNNAAS SYKEHUS PILESTREDET OSLO	-315,00	17017691262	
27.02.2014	27.02.2014	VARER	26.02 REMA 1000 ÅRVOLLVEIEN OSLO	-433,29	17017953079	
27.02.2014	27.02.2014	VARER	27.02 UROLOGISK POLIKLINIKK AKER SYKEHUS	-315,00	17017050497	
26.02.2014	26.02.2014	LÅN	Til:37061632094	-18000,00	50370669100	3706.16.32094
26.02.2014	26.02.2014	VARER	25.02 MESTER GRØNN HOVEDKONTOR SECTOR	-150,00	17017398838	
26.02.2014	26.02.2014	VARER	25.02 171 BOOTS APOTEK LINDERUD	-139,00	17017334407	
26.02.2014	26.02.2014	VARER	25.02 VINMONOPOLET LINDERUD OSLO	-389,90	17017370984	
26.02.2014	26.02.2014	AVTALE	Til felleskonto	33398,00	89250142	3705.09.65091
26.02.2014	26.02.2014	VARER	25.02 8356 ICA ERIK MOGENSØ OSLO	-71,90	17017502832	
26.02.2014	26.02.2014	VARER	25.02 ISTANBUL LINDER E. MOGENSØNS OSLO	-110,00	17017373406	
26.02.2014	26.02.2014	VARER	25.02 LIFE LINDERUD S ERICH MOGENS OSLO	-107,00	17017341562	
25.02.2014	25.02.2014	VARER	24.02 REMA 1000 ÅRVOLLVEIEN OSLO	-1051,35	17017930525	
24.02.2014	24.02.2014	VARER	23.02 BY THE WAY ESPA ESPA	-298,00	17017993428	
24.02.2014	24.02.2014	VARER	21.02 KIWI AVD. 026 KONGSVN. 3 ØYER	-372,49	17017206569	
24.02.2014	24.02.2014	VISA VARE	*4485 20.02 NOK 79.00 WWW.NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
24.02.2014	24.02.2014	VARER	21.02 STATOIL BJERKE ØKERN TORGVE OSLO	-990,88	17017917926	
21.02.2014	21.02.2014	VARER	20.02 OSLO SKISENTER GREFSEN ØSTE OSLO	-235,00	17017153546	
21.02.2014	21.02.2014	VARER	20.02 REMA 1000 ÅRVOLLVEIEN OSLO	-866,88	17017684694	
20.02.2014	20.02.2014	AVTGI	GJENSIDIGE FORSIKRING	-1787,00	93423232	6005.06.08460
20.02.2014	20.02.2014	VARER	20.02 INTERSPORT LIND ERICH MOGENS OSLO	-349,00	17017557044	
20.02.2014	20.02.2014	VARER	19.02 REMA BJERKE TRONDHEIMSVE OSLO	-45,10	17017360543	
18.02.2014	18.02.2014	VARER	18.02 8356 ICA ERIK MOGENSØ OSLO	-181,55	17017514979	
18.02.2014	18.02.2014	VARER	18.02 1107 VITA E. MOGS.V.38 0594 OSLO	-31,00	17017330308	
18.02.2014	18.02.2014	VARER	18.02 171 BOOTS APOTEK LINDERUD	-91,20	17017440188	
17.02.2014	17.02.2014	VARER	17.02 REMA BJERKE TRONDHEIMSVE OSLO	-960,06	17017560467	
17.02.2014	17.02.2014	AVTGI	FJELLINJEN AS	-648,00	93420200	1503.25.40934
17.02.2014	17.02.2014	VARER	15.02 REMA 1000 ÅRVOLLVEIEN OSLO	-444,19	17017852301	
17.02.2014	17.02.2014	VARER	14.02 8356 ICA ERIK MOGENSØ OSLO	-432,10	17017654017	
17.02.2014	17.02.2014	VARER	14.02 SUSHI HUSET CB TRONDHEIMSVE OSLO	-390,00	17017292812	
17.02.2014	17.02.2014	VARER	14.02 ESSO GRORUD TRONDHEIMSVN OSLO	-328,63	17017048780	
17.02.2014	17.02.2014	VARER	14.02 ESSO GRORUD TRONDHEIMSVN OSLO	-130,00	17017062931	
17.02.2014	17.02.2014	VARER	14.02 ÅHLENS AS LINDERUD OSLO	-299,00	17017443233	
14.02.2014	14.02.2014	VARER	13.02 REMA 1000 ÅRVOLLVEIEN OSLO	-329,23	17017346504	
14.02.2014	14.02.2014	VARER	13.02 REMA 1000 ÅRVOLLVEIEN OSLO	-18,90	17017358639	
14.02.2014	14.02.2014	VARER	13.02 STATOIL BJERKE ØKERN TORGVE OSLO	-89,00	17017256201	
12.02.2014	12.02.2014	AVTALE	Til felleskonto	16327,00	50370028925	3700.15.71126
05.02.2014	05.02.2014	VARER	04.02 ESSO TRONDHEIMS TRONDHEIMSVN OSLO	-99,00	17017418789	
04.02.2014	04.02.2014	VARER	03.02 8356 ICA ERIK MOGENSØ OSLO	-367,50	17017824996	
04.02.2014	04.02.2014	VARER	04.02 REMA BJERKE TRONDHEIMSVE OSLO	-442,13	17017471382	
04.02.2014	04.02.2014	VARER	04.02 STOFF & STIL ALFASET 1 OSLO	-163,70	17017282585	
04.02.2014	04.02.2014	VARER	04.02 NARVESEN 868 HENRIK IBSEN OSLO	-89,00	17017118091	
04.02.2014	04.02.2014	VISA VARE	*8081 30.01 NOK 3941.97 NORWEGIAN A 3287129086409 Kurs: 1.0000	-3941,97	50001685147	
03.02.2014	03.02.2014	VARER	31.01 REMA VIE SENTER VIEVEGEN 1 FØRDE	-181,10	17017856654	
03.02.2014	03.02.2014	VARER	01.02 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017025530	
03.02.2014	03.02.2014	VARER	02.02 STATOIL BJERKE ØKERN TORGVE OSLO	-86,00	17017145829	
03.02.2014	03.02.2014	OVERFØRT	Til: 6090.06.06888 Betalt: 01.02.14	-3380,00	89252072	6090.06.06888
03.02.2014	03.02.2014	VARER	31.01 REMA 1000 ÅRVOLLVEIEN OSLO	-376,24	17017630604	
03.02.2014	03.02.2014	VARER	31.01 VINMONOPOLET FØRDE FØRDE	-139,00	17017811173	
03.02.2014	03.02.2014	VARER	02.02 ISTANBUL LINDER E. MOGENSØNS OSLO	-27,00	17017212458	
03.02.2014	03.02.2014	VARER	01.02 EUROPARK EMV STORGATEN 32 OSLO	-51,00	17017462948	
03.02.2014	03.02.2014	VARER	01.02 PEPPES PIZZA AS OSLO LUFTH. GARDERMOEN	-99,00	17017004737	
03.02.2014	03.02.2014	AVTGI	HAFSLUND FAKTURASERVICE AS	-383,75	93421243	6468.05.21016
03.02.2014	03.02.2014	VARER	01.02 REMA 1000 ÅRVOLLVEIEN OSLO	-503,71	17017157944	
31.01.2014	31.01.2014	AVTGI	NORSK RIKSKRINGKASTING	-1364,58	93421613	7041.05.42100
31.01.2014	31.01.2014	VARER	30.01 REMA VIE SENTER VIEVEGEN 1 FØRDE	-279,69	17017501859	
31.01.2014	31.01.2014	VARER	30.01 STATOIL BJERKE ØKERN TORGVE OSLO	-40,00	17017784257	
31.01.2014	31.01.2014	VARER	31.01 SUNNFJORD APOTE FØRDE TORG 6800 FØRDE	-139,00	17017982720	
30.01.2014	30.01.2014	VARER	29.01 YX GOL 0871 GOL	-20,00	17017541690	
30.01.2014	30.01.2014	VISA VARE	*8081 27.01 NOK 1084.00 WIDEROES 7012121788308 Kurs: 1.0000	-1084,00	50001685147	
30.01.2014	30.01.2014	VARER	29.01 MF STRYN STRANDAVEGEN FLORØ	-47,00	17017092705	
30.01.2014	30.01.2014	VARER	29.01 KIWI 009 SENTRUMSVN. GOL	-336,91	17017292403	
30.01.2014	30.01.2014	VARER	29.01 GOL GALAXY PIZZ SENTRUMSVN GOL	-137,00	17017353335	
30.01.2014	30.01.2014	VARER	30.01 ANDRE DIDRIKSEN FJELLVG 10 FØRDE	-600,00	17017170773	
30.01.2014	30.01.2014	VARER	29.01 FJORD1 T-1157 STRANDAVEGEN FLORØ	-74,00	17017043087	
30.01.2014	30.01.2014	VARER	30.01 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-77,90	17017905619	
30.01.2014	30.01.2014	VARER	29.01 DOMUS FØRDE COOP MEGA 6800 FØRDE	-151,50	17017214983	
30.01.2014	30.01.2014	AVTGI	Viken Fiber AS	-768,00	93420021	1503.14.83481
29.01.2014	29.01.2014	VARER	29.01 ESSO FØRDE . FØRDE	-92,00	17017902147	
29.01.2014	29.01.2014	VARER	29.01 ESSO FØRDE . FØRDE	-315,78	17017889699	
29.01.2014	29.01.2014	OVERFØRT	Gudbrandsdal Energi AS	198,31	80088845321	2095.19.81088
28.01.2014	28.01.2014	VARER	28.01 REMA VIE SENTER VIEVEGEN 1 FØRDE	-508,87	17017434930	
28.01.2014	28.01.2014	VARER	27.01 REMA VIE SENTER VIEVEGEN 1 FØRDE	-644,03	17017295297	
27.01.2014	26.01.2014	AVTALE	Til felleskonto	33398,00	89250181	3705.09.65091
27.01.2014	26.01.2014	LÅN	Til:37061632094	-16250,00	50370679100	3706.16.32094
23.01.2014	23.01.2014	VARER	22.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-320,33	17017957725	
23.01.2014	23.01.2014	VARER	22.01 SAFE BIL AS STÅLFJÆRA 25 OSLO	-2575,00	17017252578	
22.01.2014	22.01.2014	VARER	21.01 KICKS 636 ERIC MOGENSE OSLO	-530,00	17017628854	
22.01.2014	22.01.2014	VARER	21.01 LINDEX AVD. 232 E MOGENSSØNS OSLO	-159,00	17017588091	
22.01.2014	22.01.2014	OVFNETTB	overføring for utlegg	-4000,00	50389029152	3700.15.71126
22.01.2014	22.01.2014	VARER	21.01 8356 ICA ERIK MOGENSØ OSLO	-303,36	17017706654	
22.01.2014	22.01.2014	VARER	21.01 AVD.3 NOTABENE LINDERUD	-129,50	17017414725	
22.01.2014	22.01.2014	VISA VARE	*4485 20.01 NOK 79.00 NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
22.01.2014	22.01.2014	VARER	21.01 AVD.3 NOTABENE LINDERUD	-64,00	17017453998	
21.01.2014	21.01.2014	VARER	20.01 REMA BJERKE TRONDHEIMSVE OSLO	-799,95	17017704902	
20.01.2014	20.01.2014	VARER	17.01 REMA BJERKE TRONDHEIMSVE OSLO	-544,45	17017330380	
20.01.2014	20.01.2014	VARER	17.01 SUSHI HUSET CB TRONDHEIMSVE OSLO	-453,00	17017738392	
20.01.2014	20.01.2014	VARER	19.01 SHELL ROA HADEL ANDSVEG EROA	-61,42	17017255348	
20.01.2014	20.01.2014	VARER	19.01 STATOIL BJERKE ØKERN TORGVE OSLO	-120,90	17017142638	
20.01.2014	20.01.2014	VARER	19.01 ST1 46110 KVERNSTUVN. NITTEDAL	-691,56	17017420882	
20.01.2014	20.01.2014	VARER	18.01 STATOIL E6 BERG BØLERVEIEN FROGNER	-293,00	17017262056	
20.01.2014	20.01.2014	AVTGI	GJENSIDIGE FORSIKRING	-1787,00	93426238	6005.06.08460
17.01.2014	17.01.2014	VARER	16.01 SHELL STRAND DR AMMENSV ESTABEKK	-77,00	17017161831	
17.01.2014	17.01.2014	VARER	16.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-442,67	17017049219	
17.01.2014	17.01.2014	VARER	17.01 STATOIL BJERKE ØKERN TORGVE OSLO	-299,00	17017496850	
17.01.2014	17.01.2014	VARER	17.01 STATOIL BJERKE ØKERN TORGVE OSLO	-72,00	17017588357	
16.01.2014	16.01.2014	VARER	15.01 VINMONOPOLET LINDERUD OSLO	-346,60	17017501483	
16.01.2014	16.01.2014	VARER	15.01 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-77,90	17017745358	
16.01.2014	16.01.2014	VARER	15.01 ICA Supermarked Linder OSLO	-232,70	17017463790	
15.01.2014	15.01.2014	VARER	14.01 REMA BJERKE TRONDHEIMSVE OSLO	-637,97	17017925137	
15.01.2014	15.01.2014	VARER	15.01 171 BOOTS APOTEK LINDERUD	-318,75	17017376697	
15.01.2014	15.01.2014	VARER	15.01 LEGE DAG HAMMER ERICH MOGENS OSLO	-186,00	17017166207	
14.01.2014	14.01.2014	VARER	14.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-155,80	17017833919	
14.01.2014	14.01.2014	VARER	13.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-531,93	17017450720	
13.01.2014	12.01.2014	AVTALE	Til felleskonto	16327,00	50370038925	3700.15.71126
10.01.2014	10.01.2014	VARER	10.01 MAXBO STRØMSVN.245 0614 OSLO	-189,00	17017114737	
10.01.2014	10.01.2014	VARER	10.01 BILTEMA STRØMSV.245 OSLO	-73,80	17017012812	
08.01.2014	08.01.2014	VARER	07.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-435,94	17017034408	
08.01.2014	08.01.2014	VARER	07.01 KIWI 402 TONSEN RØDBERGVN.16 OSLO	-122,70	17017283577	
07.01.2014	07.01.2014	VARER	06.01 REMA BJERKE TRONDHEIMSVE OSLO	-398,29	17017725387	
07.01.2014	07.01.2014	NETTGIRO	Nettgiro til: NØSTEBARN AS Betalt: 07.01.14	-1265,00	50389079152	6501.06.13013
