Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
02.12.2013	02.12.2013	VISA VARE	*4621 28.11 NOK 200.00 PAYPAL *MOVEMBEREUR Kurs: 1.0000	-200,00	50001685147	
02.12.2013	02.12.2013	VARER	02.12 CISCO CATERING PHILIP PERDE LYSAKER	-45,00	17017466714	
27.11.2013	27.11.2013	VISA VARE	*4621 25.11 USD 6.00 SRA*SUPPORT.STRAVA.COM Kurs: 6.2433	-37,46	50001685147	
27.11.2013	27.11.2013	VARER	27.11 CISCO CATERING PHILIP PERDE LYSAKER	-25,00	17017064091	
26.11.2013	26.11.2013	OVERFØRT	Til felleskonto	-32186,00	89250105	3705.17.98423
26.11.2013	26.11.2013	OVERFØRT	Sparing	-2000,00	89250044	3705.09.65105
26.11.2013	26.11.2013	VARER	26.11 CISCO CATERING PHILIP PERDE LYSAKER	-45,00	17017472021	
25.11.2013	25.11.2013	VISA VARE	*4621 21.11 NOK 35.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-35,00	50001685147	
25.11.2013	25.11.2013	LØNN	Lonn fra CISCO SYSTEMS NORWAY AS	55909,33	50975005550	
22.11.2013	25.11.2013	NETTGIRO	Nettgiro til: AMERICAN EXPRES Betalt: 22.11.13	-13854,37	50389029152	7058.06.61481
22.11.2013	22.11.2013	VISA VARE	*4621 20.11 USD 5.00 SMARTE CARTE Kurs: 6.2100	-31,05	50001685147	
22.11.2013	22.11.2013	VISA VARE	*4621 20.11 USD 5.00 SMARTE CARTE Kurs: 6.2100	-31,05	50001685147	
22.11.2013	17.11.2013	VISA VARE	*4621 17.11 USD 353.43 VALENCIA CYCLERY Kurs: 5.9649	2108,16	50001685147	
21.11.2013	21.11.2013	VISA VARE	*4621 19.11 USD 10.00 PORT OF SAN FRANCISCOQPS Kurs: 6.2400	-62,40	50001685147	
21.11.2013	21.11.2013	VISA VARE	*4621 19.11 NOK 106.00 WWWJOTTANO Kurs: 1.0000	-106,00	50001685147	
20.11.2013	20.11.2013	VISA VARE	*4621 18.11 USD 9.25 PORT OF SAN FRANCISCOQPS Kurs: 6.2443	-57,76	50001685147	
20.11.2013	20.11.2013	AVTGI	CHESS COMMUNICATION AS	-646,24	93426706	5210.05.61603
19.11.2013	19.11.2013	VISA VARE	*4621 16.11 USD 47.85 NORDSTROM #0427 Kurs: 6.3154	-302,19	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 14.11 USD 6.84 ARAMARK@CISCOTHEQUARTE Kurs: 6.3143	-43,19	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 15.11 NOK 14.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-14,00	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 16.11 USD 239.35 LADY FOOT LOCKER 06431 Kurs: 6.3154	-1511,59	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 16.11 USD 804.48 APPLE STORE #R075 Kurs: 6.3154	-5080,61	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 15.11 USD 7.75 PORT OF SAN FRANCISCOQPS Kurs: 6.3148	-48,94	50001685147	
19.11.2013	19.11.2013	VISA VARE	*4621 14.11 USD 2.65 ARAMARK@CISCOSOCIALROA Kurs: 6.3170	-16,74	50001685147	
15.11.2013	15.11.2013	E-FAKTURA	Nettgiro til: Lånekassen Betalt: 15.11.13	-5709,00	50389059343	7694.05.12928
14.11.2013	14.11.2013	VISA VARE	*4621 12.11 USD 6.75 PORT OF SAN FRANCISCOQPS Kurs: 6.3319	-42,74	50001685147	
13.11.2013	13.11.2013	VISA VARE	*4621 11.11 USD 87.50 SFMTA CIT PYMNT WEB Kurs: 6.2883	-550,23	50001685147	
12.11.2013	12.11.2013	E-FAKTURA	Nettgiro til: Sparebanken Sog Betalt: 12.11.13	-34894,67	50389029343	3890.94.64800
12.11.2013	12.11.2013	VISA VARE	*4621 09.11 USD 7.50 HOT COOKIE Kurs: 6.2600	-46,95	50001685147	
12.11.2013	12.11.2013	VISA VARE	*4621 10.11 USD 30.00 VESTA *T-MOBILE Kurs: 6.2597	-187,79	50001685147	
12.11.2013	12.11.2013	VISA VARE	*4621 09.11 USD 207.10 MOLLIE STONES #9 Kurs: 6.2598	-1296,40	50001685147	
11.11.2013	11.11.2013	VISA VARE	*4621 08.11 USD 30.00 VESTA *T-MOBILE Kurs: 6.1397	-184,19	50001685147	
06.11.2013	06.11.2013	VISA VARE	*4621 01.11 USD 579.28 SAS 1177350841871 Kurs: 6.0877	-3526,47	50001685147	
06.11.2013	06.11.2013	VISA VARE	*4621 03.11 USD 148.00 LEVIS STORE 1701001742 Kurs: 6.0877	-900,98	50001685147	
06.11.2013	06.11.2013	VISA VARE	*4621 01.11 USD 579.28 SAS 1177350841870 Kurs: 6.0877	-3526,47	50001685147	
06.11.2013	06.11.2013	VISA VARE	*4621 01.11 USD 45.70 SAS 1177350841868 Kurs: 6.0875	-278,20	50001685147	
06.11.2013	06.11.2013	VISA VARE	*4621 01.11 USD 514.28 SAS 1177350841869 Kurs: 6.0877	-3130,77	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4621 02.11 USD 47.80 CHEAPOAIR.COM AIR Kurs: 6.0803	-290,64	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4621 03.11 USD 0.50 CCSF MTA IPS PRKNG METER Kurs: 6.0800	-3,04	50001685147	
05.11.2013	05.11.2013	VISA VARE	*4621 03.11 USD 366.47 VALENCIA CYCLERY Kurs: 6.0803	-2228,24	50001685147	
04.11.2013	04.11.2013	OVFNETTB	Barnehage SF	-10000,00	50389049152	3705.17.98423
30.10.2013	30.10.2013	VISA VARE	*4621 28.10 USD 6.00 SRA*SUPPORT.STRAVA.COM Kurs: 6.0083	-36,05	50001685147	
30.10.2013	31.10.2013	NETTGIRO	Nettgiro til: Sæther Eirik Betalt: 30.10.13	-900,00	50389009152	9710.43.14280
29.10.2013	29.10.2013	E-FAKTURA	Nettgiro til: Sparebanken Sog Betalt: 28.10.13	-186,12	50389099343	3890.94.64800
29.10.2013	29.10.2013	E-FAKTURA	Nettgiro til: Sparebanken Sog Betalt: 28.10.13	-219,81	50389099343	3890.94.64800
29.10.2013	29.10.2013	VISA VARE	*4621 26.10 NOK 35.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-35,00	50001685147	
28.10.2013	26.10.2013	OVERFØRT	Sparing	-2000,00	89250042	3705.09.65105
28.10.2013	26.10.2013	OVERFØRT	Til felleskonto	-32186,00	89250103	3705.17.98423
25.10.2013	25.10.2013	VISA VARE	*4621 23.10 NOK 21.00 APPLE ITUNES STORE-NOK Kurs: 1.0000	-21,00	50001685147	
25.10.2013	25.10.2013	LØNN	Lonn fra CISCO SYSTEMS NORWAY AS	130328,90	50975004820	
23.10.2013	23.10.2013	VISA VARE	*4621 20.10 USD 254.00 HILTON - SCOTTS VALLEY Kurs: 6.0297	-1531,53	50001685147	
23.10.2013	23.10.2013	VISA VARE	*4621 20.10 USD 254.00 HILTON - SCOTTS VALLEY Kurs: 6.0297	-1531,53	50001685147	
22.10.2013	22.10.2013	VISA VARE	*4621 19.10 NOK 106.00 WWWJOTTANO Kurs: 1.0000	-106,00	50001685147	
22.10.2013	22.10.2013	AVTGI	CHESS COMMUNICATION AS	-1250,54	93420992	5210.05.61603
17.10.2013	17.10.2013	VISA VARE	*4621 15.10 USD 30.00 VESTA *T-MOBILE Kurs: 6.1277	-183,83	50001685147	
17.10.2013	17.10.2013	VISA VARE	*4621 15.10 USD 30.00 VESTA *T-MOBILE Kurs: 6.1277	-183,83	50001685147	
15.10.2013	15.10.2013	VISA VARE	*4621 12.10 USD 30.00 VESTA *T-MOBILE Kurs: 6.1637	-184,91	50001685147	
15.10.2013	15.10.2013	VISA VARE	*4621 12.10 USD 30.00 VESTA *T-MOBILE Kurs: 6.1637	-184,91	50001685147	
15.10.2013	15.10.2013	VISA VARE	*4621 12.10 USD 126.25 CLOBBA 2 Kurs: 6.1636	-778,16	50001685147	
11.10.2013	11.10.2013	VISA VARE	*4621 08.10 USD 8.00 PORT OF SAN FRANCI QPS Kurs: 6.1113	-48,89	50001685147	
10.10.2013	10.10.2013	VISA VARE	*4621 07.10 USD 32.63 NOT JUST FLOWERS Kurs: 6.0978	-198,97	50001685147	
09.10.2013	09.10.2013	VISA VARE	*4621 07.10 USD 152.50 FLAMINGO HOTEL Kurs: 6.1016	-930,50	50001685147	
08.10.2013	08.10.2013	VISA VARE	*4621 04.10 USD 6.50 PORT OF SAN FRANCI QPS Kurs: 6.0846	-39,55	50001685147	
07.10.2013	07.10.2013	VISA VARE	*4621 02.10 USD 7.50 PORT OF SAN FRANCI QPS Kurs: 6.1333	-46,00	50001685147	
03.10.2013	01.10.2013	VISA KONT	*4621 01.10 USD 803.00 *CASTRO Kurs: 6.1323	-4924,20	50001685147	
03.10.2013	03.10.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
