Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
22.04.2014	22.04.2014	VARER	22.04 AROMA CAFÈ-BAR ÅRVOLLVEIEN OSLO	-29,00	17017620532	
22.04.2014	22.04.2014	VARER	20.04 STATOIL GOL 515 SENTRUMSVEIE GOL	-10,00	17017317157	
22.04.2014	22.04.2014	VARER	21.04 NORDK.GT.FRUKT NORDKAPPGT. OSLO	-589,24	17017669139	
22.04.2014	22.04.2014	VARER	16.04 SPISKAMMERSET FØRDE HOTELL 6800 FØRDE	-100,00	17017671488	
22.04.2014	22.04.2014	VARER	20.04 STATOIL GOL 515 SENTRUMSVEIE GOL	-19,00	17017269668	
16.04.2014	16.04.2014	VARER	15.04 VINMONOPOLET FØRDE FØRDE	-256,40	17017628076	
16.04.2014	16.04.2014	VARER	15.04 SPARKJØP AS NAUSDALSVN FØRDE	-225,00	17017845837	
16.04.2014	16.04.2014	VARER	16.04 REMA VIE SENTER VIEVEGEN 1 FØRDE	-254,50	17017774680	
16.04.2014	16.04.2014	VARER	15.04 REMA VIE SENTER VIEVEGEN 1 FØRDE	-245,00	17017971044	
16.04.2014	16.04.2014	VARER	15.04 REMA VIE SENTER VIEVEGEN 1 FØRDE	-440,59	17017881691	
16.04.2014	16.04.2014	VARER	16.04 A. VIKEN AS FØR NAUSTDALSVEG FØRDE	-1026,00	17017552298	
16.04.2014	16.04.2014	VARER	16.04 SPB. SOGN OG FJ UTLEIGETERM TLF 57829717	-80,00	17017147329	
16.04.2014	16.04.2014	VARER	16.04 BP FØRDE NAUSTDALSVN FØRDE	-50,00	17017319473	
15.04.2014	15.04.2014	VARER	14.04 FJORD1 T-1073 STRANDAVEGEN FLORØ	-74,00	17017493724	
15.04.2014	15.04.2014	VARER	14.04 Shell Hemsedal Skogsta dHemsedal	-25,00	17017999068	
15.04.2014	15.04.2014	VARER	14.04 SKEI MAT AS SKEI GAUPNE	-48,80	17017648942	
15.04.2014	15.04.2014	VARER	14.04 STATOIL GOL 515 SENTRUMSVEIE GOL	-442,41	17017801840	
15.04.2014	15.04.2014	VARER	14.04 SPAR MATSENTER HANDELSHUSET 6800 FRDE	-1052,10	17017290657	
15.04.2014	15.04.2014	VARER	14.04 FJORD1 T-1073 STRANDAVEGEN FLORØ	-74,00	17017253869	
15.04.2014	15.04.2014	VARER	14.04 Shell Nesbyen R ukkedal sNesbyen	-312,47	17017597937	
15.04.2014	15.04.2014	VISA VARE	*4485 10.04 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
14.04.2014	14.04.2014	VARER	11.04 Shell Hemsedal Skogsta dHemsedal	-265,70	17017471297	
14.04.2014	12.04.2014	AVTALE	Til felleskonto	16327,00	50370048925	3700.15.71126
14.04.2014	15.04.2014	GIRO	Til: NESBYEN AUTO AS Betalt: 14.04.14	-1112,00	50389041621	6182.05.00112
14.04.2014	14.04.2014	VARER	12.04 BARN OG SÅNN NAUSTDALV 4 FØRDE	-199,00	17017445947	
14.04.2014	14.04.2014	VARER	13.04 TERAPIBASSENG FØRDE H.TUN 6800 FØRDE	-145,00	17017289862	
14.04.2014	14.04.2014	NETTGIRO	Nettgiro til: Sleire Inghild Betalt: 14.04.14	-800,00	50389049152	3700.15.67803
14.04.2014	14.04.2014	VARER	11.04 MF ÅRDAL STRANDAVEGEN FLORØ	-19,00	17017895495	
14.04.2014	14.04.2014	VARER	13.04 BP FØRDE NAUSTDALSVN FØRDE	-207,40	17017719453	
14.04.2014	14.04.2014	VARER	11.04 FJORD1 T-1079 STRANDAVEGEN FLORØ	-103,00	17017807434	
11.04.2014	11.04.2014	VARER	11.04 KIWI 209 FLÅ . FLÅ	-372,59	17017648226	
09.04.2014	09.04.2014	VARER	09.04 REMA 1000 ÅRVOLLVEIEN OSLO	-117,79	17017125865	
09.04.2014	09.04.2014	OVFNETTB	Overføring	1000,00	50389099152	3705.09.65091
