Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
17.09.2013	17.09.2013	VISA VARE	*8081 11.09 USD 19.00 ESCAPE FROM NEW YORK PIZZ Kurs: 6.0268	-114,51	50001685147	
17.09.2013	17.09.2013	NETTGIRO	Nettgiro til: FUJIDIREKTE Betalt: 17.09.13	-95,00	50389079343	6021.07.38838
17.09.2013	17.09.2013	VISA VARE	*4485 13.09 USD 31.60 ZAPATA MEXICAN GRILL Kurs: 6.0269	-190,45	50001685147	
17.09.2013	17.09.2013	VISA VARE	*8081 14.09 USD 46.12 WALGREENS #1327 Kurs: 6.0269	-277,96	50001685147	
17.09.2013	17.09.2013	VISA VARE	*8081 13.09 USD 18.39 MOLLIE STONES #9 Kurs: 6.0272	-110,84	50001685147	
16.09.2013	16.09.2013	VISA VARE	*8081 11.09 USD 46.16 MOLLIE STONES #9 Kurs: 6.0184	-277,81	50001685147	
16.09.2013	16.09.2013	VISA VARE	*4485 11.09 USD 8.90 WALGREENS #1327 Kurs: 6.0180	-53,56	50001685147	
13.09.2013	13.09.2013	VISA VARE	*8081 10.09 USD 25.60 MOLLIE STONES #9 Kurs: 6.0363	-154,53	50001685147	
13.09.2013	13.09.2013	VISA VARE	*8081 10.09 USD 13.30 WALGREENS #1327 Kurs: 6.0361	-80,28	50001685147	
12.09.2013	10.09.2013	VISA KONT	*8081 10.09 USD 803.00 4201 18TH ST Kurs: 6.0613	-4867,20	50001685147	
12.09.2013	12.09.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
12.09.2013	12.09.2013	VISA VARE	*4485 09.09 USD 45.59 MOLLIE STONES #9 Kurs: 6.0612	-276,33	50001685147	
12.09.2013	12.09.2013	AVTALE	Til felleskonto	17330,00	50370028925	3700.15.71126
12.09.2013	12.09.2013	VISA VARE	*8081 10.09 USD 3.20 USPS 05680000534707224 Kurs: 6.0594	-19,39	50001685147	
11.09.2013	11.09.2013	VISA VARE	*4485 08.09 USD 243.69 DIDDAMS PARTY & TOY STORE Kurs: 6.1977	-1510,31	50001685147	
11.09.2013	11.09.2013	VISA VARE	*8081 08.09 USD 44.15 MOLLIE STONES #9 Kurs: 6.1977	-273,63	50001685147	
11.09.2013	11.09.2013	OVFNETTB	Nettbank til: ØYEN EIVOR SLEI Betalt: 11.09.13	-5000,00	50389019152	3700.15.71126
10.09.2013	10.09.2013	VISA VARE	*8081 06.09 USD 2.99 WALGREENS #1327 Kurs: 6.2308	-18,63	50001685147	
10.09.2013	10.09.2013	VISA VARE	*8081 07.09 USD 32.18 SWIRL ON CASTRO Kurs: 6.2318	-200,54	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4485 06.09 USD 8.85 SAFEWAY STORE00015073 Kurs: 6.2316	-55,15	50001685147	
10.09.2013	07.09.2013	VISA KONT	*4485 07.09 USD 102.95 999 VALENCIA ST. Kurs: 6.2317	-641,55	50001685147	
10.09.2013	10.09.2013	VISA VARE	*8081 06.09 USD 23.02 THAI HOUSE EXPRESS @ CAST Kurs: 6.2320	-143,46	50001685147	
10.09.2013	10.09.2013	VISA VARE	*8081 06.09 USD 27.64 BUFFALO WHOLE FOODS Kurs: 6.2316	-172,24	50001685147	
10.09.2013	10.09.2013	VISA VARE	*4485 05.09 USD 97.50 MOLLIE STONES #9 Kurs: 6.2317	-607,59	50001685147	
10.09.2013	10.09.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
09.09.2013	09.09.2013	OVFNETTB	Barnehage pluss litt	20000,00	50389099152	3705.09.65105
09.09.2013	09.09.2013	VISA VARE	*8081 05.09 NOK 20.00 EUROPARK ONLINE Kurs: 1.0000	-20,00	50001685147	
09.09.2013	09.09.2013	VISA VARE	*4485 15.08 NOK 24.00 OSLO UNIVERSITETSSYKEHUS Kurs: 1.0000	-24,00	50001685147	
05.09.2013	05.09.2013	AVTGI	FJELLINJEN AS	-729,50	93420191	1503.25.40934
04.09.2013	04.09.2013	VARER	04.09 POINT UTL 1 952 OSL LUFTHAVN GARDERMOEN	-68,00	17017734395	
04.09.2013	04.09.2013	VARER	03.09 REMA BJERKE TRONDHEIMSVE OSLO	-165,00	17017865908	
04.09.2013	04.09.2013	VARER	03.09 STATOIL BJERKE ØKERN TORGVE OSLO	-21,94	17017223594	
04.09.2013	04.09.2013	VARER	04.09 7102 DUTY FREE HOVEDPORTEN GARDERMOEN	-756,00	17017708750	
04.09.2013	04.09.2013	VARER	03.09 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-564,50	17017090216	
04.09.2013	04.09.2013	VARER	03.09 ÅRVOLL POST I BUTIKK OSLO	-9,50	17017862231	
03.09.2013	03.09.2013	VARER	02.09 REMA BJERKE TRONDHEIMSVE OSLO	-112,50	17017604657	
03.09.2013	03.09.2013	OVFNETTB	Overføring - San Francisco	10000,00	50389039152	3705.09.65091
03.09.2013	03.09.2013	IAVTG	Til: A/S FJELLINJEN Betalt: 02.09.13	-498,00	93420120	1503.25.40934
03.09.2013	03.09.2013	VARER	02.09 ICA Supermarked Linder OSLO	-272,44	17017880489	
03.09.2013	03.09.2013	VISA VARE	*8081 29.08 NOK 24.00 STORO STORSENTER Kurs: 1.0000	-24,00	50001685147	
02.09.2013	02.09.2013	VARER	31.08 ÅRVOLL POST I BUTIKK OSLO	-40,00	17017352727	
02.09.2013	02.09.2013	VISA VARE	*8081 28.08 NOK 20.00 PARK NORDIC AS Kurs: 1.0000	-20,00	50001685147	
02.09.2013	02.09.2013	VISA VARE	*8081 29.08 NOK 15.00 EUROPARK ONLINE Kurs: 1.0000	-15,00	50001685147	
02.09.2013	02.09.2013	VARER	31.08 SOM TAM THAI VOGTS GATE 6 OSLO	-623,00	17017032022	
02.09.2013	02.09.2013	OVERFØRT	Til: 6090.06.06888 Betalt: 01.09.13	-3380,00	89251430	6090.06.06888
02.09.2013	02.09.2013	VARER	31.08 REMA BJERKE TRONDHEIMSVE OSLO	-203,40	17017382582	
02.09.2013	02.09.2013	VARER	30.08 REMA BJERKE TRONDHEIMSVE OSLO	-585,33	17017039886	
02.09.2013	02.09.2013	VISA VARE	*8081 29.08 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000	-10,00	50001685147	
31.08.2013	31.08.2013	GEBYR	MELDING - IKKJE UTFØRT OPPDRAG 1 TRANS(ER) TYPE 437 1	-1,00	90460000	
31.08.2013	30.08.2013	VARER	30.08 ICA Supermarked Linder OSLO	-311,80	17017579819	
31.08.2013	30.08.2013	VARER	30.08 171 BOOTS APOTEK LINDERUD	-371,10	17017500368	
31.08.2013	30.08.2013	VARER	30.08 LEGE DAG HAMMER ERICH MOGENS OSLO	-272,00	17017408858	
31.08.2013	30.08.2013	AVTGI	Viken Fibernett AS	-768,00	93420260	1503.14.83481
31.08.2013	30.08.2013	VARER	29.08 ICA Supermarked Linder OSLO	-105,56	17017948267	
29.08.2013	29.08.2013	VARER	28.08 ICA Supermarked Linder OSLO	-375,32	17017672514	
29.08.2013	30.08.2013	GEBYR	Årspris Visa Electron	-200,00	90360000	
29.08.2013	29.08.2013	VARER	29.08 NOA NOA - 3013 STORO STORCE OSLO	-149,00	17017990628	
29.08.2013	29.08.2013	VARER	28.08 171 BOOTS APOTEK LINDERUD	-1494,80	17017535984	
28.08.2013	28.08.2013	VARER	28.08 Matkroken Arvol l Oslo	-78,20	17017513255	
28.08.2013	28.08.2013	AVTGI	Gudbrandsdal Energi AS	-76,29	93420017	2095.19.81088
27.08.2013	27.08.2013	VISA VARE	*8081 24.08 NOK 40.00 EUROPARK EMV Kurs: 1.0000	-40,00	50001685147	
27.08.2013	27.08.2013	VARER	26.08 REMA BJERKE TRONDHEIMSVE OSLO	-117,18	17017563117	
27.08.2013	27.08.2013	VARER	26.08 REMA BJERKE TRONDHEIMSVE OSLO	-833,35	17017566033	
27.08.2013	27.08.2013	VISA VARE	*8081 24.08 NOK 550.00 EUROPARK EMV Kurs: 1.0000	-550,00	50001685147	
26.08.2013	26.08.2013	LÅN	Til:37061218050	-18044,00	50370669100	3706.12.18050
26.08.2013	26.08.2013	AVTALE	Til felleskonto	32186,00	89250429	3705.09.65091
26.08.2013	26.08.2013	OVFNETTB	tilbakeføring	-1500,00	50389069152	3700.15.71126
22.08.2013	22.08.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
22.08.2013	22.08.2013	VISA VARE	*4485 20.08 NOK 79.00 NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
22.08.2013	18.08.2013	VISA KONT	*4485 18.08 EUR 300.00 NATIONAL BANK OF GREECE Kurs: 8.1399	-2441,96	50001685147	
20.08.2013	20.08.2013	VISA VARE	*8081 17.08 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000	-10,00	50001685147	
20.08.2013	17.08.2013	VISA KONT	*4485 17.08 EUR 400.00 AERODROMIO CHANION-E Kurs: 8.0272	-3210,86	50001685147	
20.08.2013	20.08.2013	VISA VARE	*8081 16.08 NOK 15.00 OSLO KOMMUNE TRAFIKKETAT Kurs: 1.0000	-15,00	50001685147	
20.08.2013	20.08.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93420530	6005.06.08460
20.08.2013	20.08.2013	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
20.08.2013	20.08.2013	VISA VARE	*4485 17.08 NOK 20.00 SAS (IFS) Kurs: 1.0000	-20,00	50001685147	
19.08.2013	19.08.2013	VARER	16.08 REMA BJERKE TRONDHEIMSVE OSLO	-341,90	17017922135	
19.08.2013	19.08.2013	VARER	16.08 REMA BJERKE TRONDHEIMSVE OSLO	-131,20	17017911861	
19.08.2013	19.08.2013	VISA VARE	*8081 14.08 NOK 24.00 STORO STORSENTER Kurs: 1.0000	-24,00	50001685147	
19.08.2013	19.08.2013	VARER	17.08 7102 DUTY FREE HOVEDPORTEN GARDERMOEN	-1605,00	17017651307	
19.08.2013	19.08.2013	VARER	17.08 POINT UTL 1 952 OSL LUFTHAVN GARDERMOEN	-62,00	17017653892	
19.08.2013	19.08.2013	VARER	17.08 PIZZAHUT UTL OSL LUFTHAVN GARDERMOEN	-117,00	17017668510	
16.08.2013	16.08.2013	VARER	15.08 Matkroken Arvol l Oslo	-127,50	17017178944	
16.08.2013	16.08.2013	VARER	15.08 ICA Supermarked Linder OSLO	-215,10	17017750328	
15.08.2013	15.08.2013	VARER	14.08 REMA BJERKE TRONDHEIMSVE OSLO	-583,49	17017768331	
14.08.2013	14.08.2013	VARER	14.08 NOA NOA - 3013 STORO STORCE OSLO	-418,00	17017432836	
14.08.2013	14.08.2013	VARER	13.08 CUBUS 860 ERICH MOGENS OSLO	-130,70	17017292295	
14.08.2013	14.08.2013	VARER	13.08 VINMONOPOLET LINDERUD OSLO	-247,90	17017450850	
14.08.2013	14.08.2013	VARER	13.08 ICA Supermarked Linder OSLO	-386,70	17017750596	
13.08.2013	13.08.2013	VARER	12.08 REMA BJERKE TRONDHEIMSVE OSLO	-818,99	17017647165	
12.08.2013	12.08.2013	OVFNETTB	delvis tilbakeføring	-4000,00	50389029152	3700.15.71126
12.08.2013	12.08.2013	AVTGI	HAFSLUND FAKTURASERVICE AS	-493,60	93420693	6468.05.21016
12.08.2013	12.08.2013	AVTALE	Til felleskonto	17330,00	50370028925	3700.15.71126
12.08.2013	12.08.2013	VARER	11.08 STATOIL GOL 515 SENTRUMSVEIE GOL	-97,00	17017860553	
09.08.2013	09.08.2013	VARER	08.08 STATOIL BJERKE ØKERN TORGVE OSLO	-55,94	17017631771	
07.08.2013	07.08.2013	VISA VARE	*4485 03.08 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
05.08.2013	05.08.2013	VARER	03.08 BUNNPRIS GRENSE GRENSEVN. 39 OSLO	-17,90	17017246991	
01.08.2013	01.08.2013	OVERFØRT	Til: 6090.06.06888 Betalt: 01.08.13	-3380,00	89251916	6090.06.06888
01.08.2013	01.08.2013	NETTGIRO	Nettgiro til: ÅRVOLLVEIEN BAR Betalt: 01.08.13	-2365,00	50389019343	1503.28.84420
01.08.2013	01.08.2013	VARER	31.07 REMA BJERKE TRONDHEIMSVE OSLO	-422,44	17017749577	
31.07.2013	31.07.2013	AVTGI	Viken Fibernett AS	-768,00	93421861	1503.14.83481
31.07.2013	31.07.2013	VARER	30.07 STATOIL DETALJI TRONDHEIMSVE MINNESUND	-104,00	17017421936	
31.07.2013	31.07.2013	AVTGI	NORSK RIKSKRINGKASTING	-1340,28	93421561	7041.05.42100
31.07.2013	31.07.2013	AVTGI	Gudbrandsdal Energi AS	-58,09	93421911	2095.19.81088
31.07.2013	31.07.2013	VARER	31.07 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-73,90	17017928784	
31.07.2013	31.07.2013	VARER	30.07 STATOIL STRANDT STRANDPROMEN LILLEHAMMER	-165,00	17017391942	
31.07.2013	31.07.2013	VARER	30.07 PELLESTOVA . ØYER	-506,00	17017351978	
30.07.2013	30.07.2013	VARER	29.07 PELLESTOVA . ØYER	-231,00	17017297433	
30.07.2013	30.07.2013	VISA VARE	*8081 26.07 SEK 839.20 SYSTEMBOLAGET SUNDSGATAN Kurs: 0.9307	-781,01	50001685147	
30.07.2013	30.07.2013	VARER	29.07 HAFJELL KIOSK A GAIASTOVA ØYER	-82,00	17017861618	
30.07.2013	30.07.2013	VISA VARE	*8081 26.07 SEK 80.98 GOTTEBITEN EN GROS AB Kurs: 0.9307	-75,37	50001685147	
30.07.2013	30.07.2013	VISA VARE	*8081 26.07 SEK 50.50 MAXIMAT TOCKSFORS Kurs: 0.9307	-47,00	50001685147	
30.07.2013	30.07.2013	VISA VARE	*8081 26.07 SEK 68.90 EUROCASH TOCKFORS Kurs: 0.9306	-64,12	50001685147	
30.07.2013	30.07.2013	VISA VARE	*4485 26.07 SEK 902.31 GOTTEBITEN EN GROS AB Kurs: 0.9307	-839,75	50001685147	
30.07.2013	30.07.2013	VISA VARE	*4485 27.07 NOK 30.00 HUNDERSETERNYS Kurs: 1.0000	-30,00	50001685147	
29.07.2013	29.07.2013	VARER	27.07 ISTANBUL LINDER E. MOGENSØNS OSLO	-177,00	17017435482	
29.07.2013	29.07.2013	VISA VARE	*4485 24.07 NOK 25.00 PARK NORDIC AS Kurs: 1.0000	-25,00	50001685147	
29.07.2013	29.07.2013	VARER	28.07 LILLEPUTTHAMMER AASLETTVEGEN ØYER	-570,00	17017792429	
29.07.2013	29.07.2013	VARER	28.07 KIWI AVD. 026 KONGSVN. 3 ØYER	-27,60	17017158606	
29.07.2013	29.07.2013	VARER	26.07 SHELL OERJE SVE NSKEVEI EOERJE	-549,61	17017932841	
29.07.2013	29.07.2013	VARER	27.07 REMA BJERKE TRONDHEIMSVE OSLO	-1202,74	17017736526	
26.07.2013	26.07.2013	LÅN	Til:37061218050	-18044,00	50370669100	3706.12.18050
26.07.2013	26.07.2013	VISA VARE	*4485 23.07 NOK 36.00 STORO STORSENTER Kurs: 1.0000	-36,00	50001685147	
26.07.2013	26.07.2013	VISA VARE	*8081 23.07 NOK 12.00 STORO STORSENTER Kurs: 1.0000	-12,00	50001685147	
26.07.2013	26.07.2013	AVTALE	Til felleskonto	32186,00	89250122	3705.09.65091
25.07.2013	25.07.2013	VARER	24.07 REMA BJERKE TRONDHEIMSVE OSLO	-272,57	17017197030	
25.07.2013	25.07.2013	VISA VARE	*8081 23.07 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000	-10,00	50001685147	
25.07.2013	25.07.2013	VARER	25.07 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-190,33	17017327175	
25.07.2013	25.07.2013	VARER	25.07 REMA BJERKE TRONDHEIMSVE OSLO	-192,40	17017369395	
25.07.2013	25.07.2013	VARER	24.07 SHUTTLE BUS 11 TELENOR ARENA	-50,00	17017140529	
24.07.2013	24.07.2013	VARER	23.07 ISTANBUL LINDER E. MOGENSØNS OSLO	-126,00	17017629611	
24.07.2013	24.07.2013	VARER	23.07 LILLE PERSILLE VOGELLUND 6 NESBRU	-66,70	17017764195	
24.07.2013	24.07.2013	VARER	23.07 VITUSAPOTEK STO VITAMINVN. 7 OSLO	-99,00	17017933267	
24.07.2013	24.07.2013	VARER	24.07 Matkroken Arvol l Oslo	-102,90	17017873294	
24.07.2013	24.07.2013	VARER	23.07 Matkroken Arvol l Oslo	-170,20	17017708844	
24.07.2013	24.07.2013	VARER	24.07 ERIK AARUM MAN.TER.KLI. OSLO	-50,00	17017575611	
23.07.2013	23.07.2013	VARER	22.07 REMA BJERKE TRONDHEIMSVE OSLO	-37,30	17017555708	
23.07.2013	23.07.2013	VARER	23.07 LILLE PERSILLE VOGELLUND 6 NESBRU	-311,00	17017459200	
23.07.2013	23.07.2013	VARER	22.07 REMA BJERKE TRONDHEIMSVE OSLO	-958,63	17017505004	
23.07.2013	23.07.2013	VISA VARE	*4485 20.07 NOK 79.00 WWW.NETFLIX.COM Kurs: 1.0000	-79,00	50001685147	
23.07.2013	23.07.2013	VARER	23.07 VINMONOPOLET STORO OSLO	-499,80	17017000179	
22.07.2013	22.07.2013	AVTGI	GJENSIDIGE FORSIKRING	-1192,00	93422290	6005.06.08460
22.07.2013	22.07.2013	VARER	20.07 REMA BJERKE TRONDHEIMSVE OSLO	-823,10	17017187850	
22.07.2013	22.07.2013	VISA VARE	*8081 17.07 NOK 3678.00 HOTELL WERGELAND AS Kurs: 1.0000	-3678,00	50001685147	
22.07.2013	22.07.2013	VARER	21.07 STATOIL BJERKE ØKERN TORGVE OSLO	-42,00	17017579520	
19.07.2013	19.07.2013	VARER	18.07 ISTANBUL LINDER E. MOGENSØNS OSLO	-104,00	17017388156	
19.07.2013	19.07.2013	VARER	18.07 REMA BJERKE TRONDHEIMSVE OSLO	-1200,56	17017710954	
19.07.2013	19.07.2013	VISA VARE	*4485 15.07 NOK 180.00 Q-PARK AS (CALE) Kurs: 1.0000	-180,00	50001685147	
19.07.2013	19.07.2013	VARER	18.07 VINMONOPOLET LINDERUD OSLO	-442,40	17017234246	
18.07.2013	18.07.2013	VARER	17.07 STATOIL FIANE Ø STATOIL FIAN TVEDESTRAND	-24,00	17017887750	
18.07.2013	18.07.2013	VARER	17.07 Shell Vige Vige Havnev eKristiansand	-682,05	17017561466	
18.07.2013	18.07.2013	VARER	17.07 DYREPARKEN KANELBAK. TLF: 38049700	-195,00	17017530223	
18.07.2013	18.07.2013	VARER	17.07 STATOIL BROKELA STATOIL BROK SUNDEBRU	-117,00	17017051769	
18.07.2013	18.07.2013	VARER	17.07 DYREPARKEN KANELBAK. TLF: 38049700	-85,00	17017545259	
18.07.2013	18.07.2013	VARER	17.07 DYREPARKEN KANELBAK. TLF: 38049700	-57,00	17017689175	
18.07.2013	18.07.2013	VARER	17.07 DYREPARKEN BENJAMINS TLF 3804 9700	-169,00	17017834156	
17.07.2013	17.07.2013	VARER	17.07 H&M 853 SANDENS MARKENS GT. KRISTIANSAND	-208,00	17017891042	
17.07.2013	17.07.2013	VARER	17.07 KIWI 720 TORVET RÅDHUSGT. 16 KRISTIANSAND	-237,87	17017971916	
17.07.2013	17.07.2013	VARER	17.07 KIWI 720 TORVET RÅDHUSGT. 16 KRISTIANSAND	-29,90	17017173472	
17.07.2013	17.07.2013	VARER	17.07 H&M 853 SANDENS MARKENS GT. KRISTIANSAND	-178,50	17017894267	
16.07.2013	16.07.2013	VARER	16.07 DYREPARKEN SOKO BUFFET TLF 3804 9700	-234,00	17017156326	
16.07.2013	16.07.2013	VARER	15.07 KIWI 720 TORVET RÅDHUSGT. 16 KRISTIANSAND	-331,30	17017195829	
16.07.2013	16.07.2013	VARER	15.07 LE MONDE AS KIRKEGATA 15 KRISTIANSAND	-360,00	17017581003	
16.07.2013	16.07.2013	VARER	16.07 Shell Vige Vige Havnev eKristiansand	-278,50	17017790208	
16.07.2013	16.07.2013	VISA VARE	*4485 13.07 NOK 10.00 EUROPARK ONLINE Kurs: 1.0000	-10,00	50001685147	
16.07.2013	16.07.2013	VARER	15.07 Shell Vige Vige Havnev eKristiansand	-121,00	17017693910	
16.07.2013	16.07.2013	VARER	16.07 DYREPARKEN SOKO BUFFET TLF 3804 9700	-129,00	17017217715	
15.07.2013	15.07.2013	VARER	14.07 LYNGØR HANDELSH . LYNGØR	-259,00	17017449962	
15.07.2013	15.07.2013	AVTGI	STATOIL NORGE AS	-578,95	93422445	6004.05.02486
15.07.2013	15.07.2013	VARER	13.07 REMA BJERKE TRONDHEIMSVE OSLO	-496,74	17017324562	
15.07.2013	15.07.2013	VARER	14.07 NORDK.GT.FRUKT NORDKAPPGT. OSLO	-162,20	17017477462	
15.07.2013	15.07.2013	VARER	15.07 LYNGØR HANDELSH . LYNGØR	-26,90	17017643374	
15.07.2013	15.07.2013	VARER	12.07 VINMONOPOLET LINDERUD OSLO	-389,90	17017618325	
15.07.2013	15.07.2013	VARER	13.07 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-194,90	17017124827	
12.07.2013	12.07.2013	VARER	12.07 REMA BJERKE TRONDHEIMSVE OSLO	-474,85	17017908800	
12.07.2013	13.07.2013	GEBYR	Årspris Visa Classic	-250,00	90320000	
12.07.2013	13.07.2013	GEBYR	Årspris Visa Classic	-250,00	90320000	
12.07.2013	12.07.2013	AVTALE	Til felleskonto	17330,00	50370028925	3700.15.71126
11.07.2013	11.07.2013	VISA VARE	*4485 08.07 NOK 33.00 TIME PARK SERVICE AS Kurs: 1.0000	-33,00	50001685147	
